date,aaba,aal,aapl,adbe,akam,alxn,amat,amzn,atvi,avgo,bidu,cmcsa,csco,ctxs,ea,fb,fox,goog,intc,khc,mar,msft,nflx,pypl,trip,tsla,wba,nasdaq
2018-05-14,76.739998,42.459999,188.149994,238.369995,76.690002,122.849998,55.259998,1601.540039,71.699997,244.759995,272.26001,32.139999,45.700001,106.739998,132.529999,186.639999,37.290001,1100.199951,54.900002,59.279999,139.350006,98.029999,328.529999,78.809998,48.669998,291.970001,65.099998,7411.319824
2018-05-15,76.440002,43.189999,186.440002,236.600006,76.290001,121.550003,54.09,1576.119995,70.169998,241.580002,271.920013,32.009998,45.48,106.139999,130.110001,184.320007,37.349998,1079.22998,53.919998,59.040001,138.860001,97.32,326.130005,77.790001,48.369999,284.179993,64.610001,7351.629883
2018-05-16,77.019997,44.060001,188.179993,237.389999,74.589996,121,55.169998,1587.280029,70.330002,240.509995,284.070007,32.549999,45.16,105.879997,130.860001,183.199997,37.709999,1081.77002,54.639999,59.290001,140.440002,97.150002,328.190002,77.82,48.709999,286.480011,65.739998,7398.299805
2018-05-17,76.5,43.630001,186.990005,236.850006,76.089996,121.150002,53.959999,1581.76001,71.660004,239.449997,279.679993,32.41,43.459999,105.650002,130.809998,183.759995,37.279999,1078.589966,54.810001,58.060001,138.289993,96.18,325.220001,79.190002,48.849998,284.540009,65.989998,7382.470215
2018-05-18,75.93,43.380001,186.309998,238.089996,75.339996,121.07,49.509998,1574.369995,71.989998,235.990005,253.009995,32.720001,43.209999,105.339996,132,182.679993,37.27,1066.359985,53.5,56.790001,138.520004,96.360001,324.179993,80.790001,47.919998,276.820007,64.339996,7354.339844
2018-05-21,77.019997,44.279999,187.630005,238.100006,76.459999,119.370003,50,1585.459961,71.449997,239.050003,240.509995,32.34,43.75,105.559998,132.910004,184.490005,37.450001,1079.579956,54.32,56.450001,138.800003,97.599998,331.820007,81.25,48.029999,284.48999,64.5,7394.040039
2018-05-22,76.510002,42.880001,187.160004,238.789993,76.389999,119.010002,50.25,1581.400024,71.349998,238.490005,239.970001,32.509998,43.650002,105.410004,132.179993,183.800003,37.740002,1069.72998,54.450001,56.580002,137.779999,97.5,331.619995,80.620003,48.220001,275.01001,64.230003,7378.459961
2018-05-23,76.449997,42.799999,188.360001,243.910004,77.019997,118.129997,50.34,1601.859985,71.739998,240.559998,240.389999,31.879999,43.68,106.550003,133.5,186.899994,38.240002,1079.689941,55.209999,56.98,137.589996,98.660004,344.720001,81.080002,48.68,279.070007,63.91,7425.959961
2018-05-24,77.169998,43.560001,188.149994,245.149994,77.480003,117.139999,50.77,1603.069946,70.800003,243.529999,240.279999,31.629999,43.57,106.559998,131.479996,185.929993,38.5,1079.23999,54.75,57.060001,137.869995,98.309998,349.290009,81.550003,49.09,277.850006,63.41,7424.430176
2018-05-25,77.43,44.91,188.580002,243.559998,76.510002,117.739998,50.849998,1610.150024,71.459999,250.029999,243.800003,31.75,43.259998,106.550003,131.850006,184.919998,38.52,1075.660034,55.439999,57.77,137.970001,98.360001,351.290009,80.959999,49.48,278.850006,63.529999,7433.850098
2018-05-29,76.800003,43.59,187.899994,242.190002,75.82,115.730003,52.02,1612.869995,70.639999,249.690002,242.050003,31.51,42.970001,105.989998,131.25,185.740005,38.25,1060.319946,55.32,57.400002,134.550003,98.010002,349.730011,80.730003,49.889999,283.76001,62.700001,7396.589844
2018-05-30,77.029999,43.299999,187.5,247.399994,76.080002,116.480003,51.59,1624.890015,70.690002,249.399994,241.630005,31.48,42.849998,106.610001,131.369995,187.669998,38.25,1067.800049,55.68,58.84,136.270004,98.949997,353.540009,81.599998,50.75,291.720001,63.540001,7462.450195
2018-05-31,77.160004,43.540001,186.869995,249.279999,75.379997,116.129997,50.779999,1629.619995,70.910004,252.070007,242.559998,31.18,42.709999,105.620003,130.910004,191.779999,38.169998,1084.98999,55.200001,57.48,135.360001,98.839996,351.600006,82.07,52.139999,284.730011,62.389999,7442.120117
2018-06-01,78.980003,44,190.240005,251.309998,76,119.010002,52.240002,1641.540039,73.029999,256.339996,248.460007,31.26,43.66,106.839996,135.690002,193.990005,38.27,1119.5,57.080002,57.650002,138.339996,100.790001,359.929993,83.25,55.209999,291.820007,62.860001,7554.330078
2018-06-04,80.239998,44.860001,191.830002,253.339996,77.07,119.779999,52.290001,1665.27002,72.790001,258.369995,260.899994,31.290001,43.580002,107.599998,134.660004,193.279999,38.439999,1139.290039,56.830002,58.419998,138.690002,101.669998,361.809998,84.57,56.150002,296.73999,63.299999,7606.459961
2018-06-05,80.349998,44.18,193.309998,252.699997,78.989998,119.279999,52.91,1696.349976,72.769997,259.26001,259.980011,31.08,43.669998,108.769997,136.960007,192.940002,38.740002,1139.660034,56.529999,57.919998,138.220001,102.190002,365.799988,85.050003,57.509998,291.130005,62.889999,7637.859863
2018-06-06,80.279999,44.189999,193.979996,253.949997,78.010002,120.610001,52.529999,1695.75,74.790001,263.519989,263.940002,32.27,44.259998,109.220001,136.940002,191.339996,38.849998,1136.880005,57.029999,57.919998,141.570007,102.489998,367.450012,85.209999,56.23,319.5,63.150002,7689.240234
2018-06-07,79.75,43.84,193.460007,247.509995,78.279999,118.610001,51.25,1689.300049,73.949997,264.679993,264.890015,32,43.650002,108.25,136.910004,188.179993,39.23,1123.859985,55.880001,57.669998,139.440002,100.879997,361.399994,83.269997,55.470001,316.089996,63.599998,7635.069824
2018-06-08,80.550003,43.110001,191.699997,251.210007,78.480003,118.330002,51.150002,1683.98999,74.290001,257.970001,263.589996,32.080002,43.48,107.940002,137.869995,189.100006,39.549999,1120.869995,55.049999,58.470001,138.380005,101.629997,360.570007,84.339996,55.84,317.660004,63.400002,7645.509766
2018-06-11,80.690002,44.16,191.229996,251,79.260002,116.699997,49.889999,1689.119995,75,260.829987,269.779999,32,43.689999,107.110001,139.160004,191.539993,39.919998,1129.98999,54.52,59.880001,139.139999,101.050003,361.450012,83.889999,57.110001,332.100006,64.059998,7659.930176
2018-06-12,81.620003,43.41,192.279999,252.589996,80.57,117.580002,50.860001,1698.75,75.940002,261.429993,267.420013,32.380001,43.939999,106.610001,139.779999,192.399994,40.389999,1139.319946,54.82,60.119999,139.860001,101.309998,363.829987,85.019997,58.290001,342.769989,63.700001,7703.790039
2018-06-13,80.830002,42.919998,190.699997,256.130005,80.949997,118.199997,50.98,1704.859985,76.669998,263.579987,270,32.32,44.009998,105.839996,143.279999,192.410004,43.41,1134.790039,55.029999,60.099998,138.350006,100.849998,379.929993,85.269997,56.630001,344.779999,63.91,7695.700195
2018-06-14,82.360001,43.080002,190.800003,258.100006,80.860001,120.160004,49.689999,1723.859985,77.709999,268.459991,270.640015,33.82,44.689999,106.82,144.389999,196.809998,44.419998,1152.119995,55.540001,60.669998,138.75,101.419998,392.869995,85.610001,57.73,357.720001,64.870003,7761.040039
2018-06-15,81.459999,42.77,188.839996,251.820007,81.970001,121.519997,49.310001,1715.969971,77.410004,270.230011,272.970001,33.880001,44.25,106.940002,146.649994,195.850006,44.560001,1152.26001,55.110001,61.610001,138.830002,100.129997,391.980011,85.309998,58.540001,358.170013,65.800003,7746.379883
2018-06-18,81.610001,42.439999,188.740005,255.690002,82.580002,118.669998,48.32,1723.790039,77.870003,264.5,268.890015,32.580002,44.209999,107.480003,144.860001,198.309998,44.369999,1173.459961,53.220001,60.869999,138.669998,100.860001,390.399994,85.849998,59.32,370.829987,64.150002,7747.029785
2018-06-19,80.169998,41.509998,185.690002,251.740005,81.68,121.910004,48.549999,1734.780029,77.239998,260.950012,262.109985,32.810001,43.82,108.360001,143.089996,197.490005,44.290001,1168.060059,52.93,62.139999,136.580002,100.860001,404.980011,84.519997,59.119999,352.549988,64.610001,7725.589844
2018-06-20,81.110001,42.029999,186.5,251.240005,82.300003,124.519997,48.580002,1750.079956,76.839996,261.220001,264.059998,33.389999,43.740002,108.660004,143.539993,202,47.5,1169.839966,53.459999,63.040001,135.990005,101.870003,416.76001,85.949997,58.549999,362.220001,68,7781.509766
2018-06-21,79.620003,41.490002,185.460007,248.830002,81.690002,125.809998,48.990002,1730.219971,76.050003,259.649994,260.5,32.790001,43.16,107.129997,143.149994,201.5,48.040001,1157.660034,52.189999,62.57,133.729996,101.139999,415.440002,85.970001,57.029999,347.51001,67.790001,7712.950195
2018-06-22,79.459999,41.349998,184.919998,243.630005,80.32,127.57,47.959999,1715.670044,75.980003,259.709991,259,33.810001,43.200001,105.510002,141.259995,201.740005,48.349998,1155.47998,52.5,63.209999,132.610001,100.410004,411.089996,85.120003,56.66,333.630005,67.610001,7692.819824
2018-06-25,75.459999,39.68,182.169998,239.679993,77.650002,124.830002,46.709999,1663.150024,74.699997,252.419998,250.410004,33.119999,42.290001,104.459999,140.520004,196.350006,47.889999,1124.810059,50.709999,63.32,129.100006,98.389999,384.480011,82.190002,55.709999,333.01001,67.239998,7532.009766
2018-06-26,75.5,39.09,184.429993,242.25,75.720001,122.43,46.669998,1691.089966,75.269997,251.539993,250.770004,32.779999,42.549999,104.68,140.369995,199,47.419998,1118.459961,49.669998,63.209999,129.429993,99.080002,399.390015,82.32,56.529999,342,66.57,7561.629883
2018-06-27,73.129997,38.259998,184.160004,237.679993,72.459999,121.839996,45.25,1660.51001,73.419998,247.110001,243,32.290001,42.330002,102.599998,137.75,195.839996,48.299999,1103.97998,48.759998,62.689999,126.940002,97.540001,390.390015,80.669998,55.98,344.5,66.260002,7445.080078
2018-06-28,74.410004,38.200001,185.5,239.809998,72.480003,121.660004,45.290001,1701.449951,76.010002,244.899994,242.210007,32.630001,42.939999,104.18,140.630005,196.229996,49.330002,1114.219971,49.25,62.650002,125.260002,98.629997,395.420013,82.480003,56.650002,349.929993,59.700001,7503.680176
2018-06-29,73.209999,37.959999,185.110001,243.809998,73.230003,124.150002,46.189999,1699.800049,76.32,242.639999,243,32.810001,43.029999,104.839996,141.020004,194.320007,49.27,1115.650024,49.709999,62.82,126.599998,98.610001,391.429993,83.269997,55.709999,342.950012,60.02,7510.299805
2018-07-02,73.410004,38.360001,187.179993,243.259995,74.440002,125,45.68,1713.780029,77.279999,242.050003,246.25,33.169998,42.810001,106.720001,143.479996,197.360001,48.669998,1127.459961,50.200001,62.09,126.489998,100.010002,398.179993,83.889999,56.110001,335.070007,61.130001,7567.689941
2018-07-03,72.790001,37.75,183.919998,242.009995,74.230003,125.760002,44.799999,1693.959961,75.879997,239.289993,246.429993,33.09,42.669998,106.330002,141.229996,192.729996,48.029999,1102.890015,49.470001,62.639999,124.519997,99.050003,390.519989,83.269997,56.240002,310.859985,60.759998,7502.669922
2018-07-05,73.349998,37.990002,185.399994,244.179993,74.339996,128.080002,45.439999,1699.72998,76.190002,245.399994,244.070007,33.119999,42.560001,105.830002,143.229996,198.449997,48.169998,1124.27002,50.75,63.950001,126.489998,99.760002,398.390015,84.589996,56.91,309.160004,62.380001,7586.430176
2018-07-06,75.360001,38.09,187.970001,248.190002,75.169998,132.199997,46.130001,1710.630005,77.190002,247.679993,251.770004,33.580002,42.709999,106.57,145.100006,203.229996,48.43,1140.170044,51.369999,64.43,127.660004,101.160004,408.25,85.940002,57.560001,308.899994,63.299999,7688.390137
2018-07-09,75.610001,39.310001,190.580002,249.770004,76.230003,131.580002,46.52,1739.02002,76.839996,247.429993,261.970001,33.560001,42.669998,107.089996,144.639999,204.740005,49.080002,1154.050049,51.860001,63.970001,130.160004,101.849998,418.970001,86.230003,57.700001,318.51001,63.73,7756.200195
2018-07-10,75.970001,39.119999,190.350006,248.630005,75.830002,131.910004,46.740002,1743.069946,76.190002,250.559998,261.25,33.34,42.860001,106.870003,144.190002,203.539993,49.34,1152.839966,52.16,64,130.729996,102.120003,415.630005,86.169998,57.59,322.470001,63.200001,7759.200195
2018-07-11,73.760002,35.959999,187.880005,248.119995,76.489998,131.119995,45.200001,1755,78.610001,243.440002,261.25,33.77,42.57,107.160004,145.720001,202.539993,47.400002,1153.900024,51.200001,63.740002,129.850006,101.980003,418.649994,86.25,58.669998,318.959991,63.66,7716.609863
2018-07-12,74.610001,36.330002,191.029999,254.869995,77.669998,134.289993,45.68,1796.619995,81.370003,209.979996,271.450012,34.549999,43.580002,109.849998,148.610001,206.919998,47.040001,1183.47998,52.349998,63.639999,130.770004,104.190002,413.5,89.129997,59.599998,316.709991,63.880001,7823.919922
2018-07-13,74.480003,37.119999,191.330002,258.589996,77.32,135.869995,46.130001,1813.030029,81.5,202.460007,267.190002,34.700001,41.779999,109.769997,148.729996,207.320007,47.189999,1188.819946,52.220001,63.849998,131.009995,105.43,395.799988,87.989998,59.130001,318.869995,65.169998,7825.97998
2018-07-16,74.660004,37.279999,190.910004,254.679993,77.68,134.580002,46.310001,1822.48999,80.230003,203.25,267.079987,34.970001,42.5,109.970001,146.679993,207.229996,46.41,1183.859985,52.009998,62.639999,130.789993,104.910004,400.480011,87.769997,59.349998,310.100006,65.160004,7805.720215
2018-07-17,75.360001,37.380001,191.449997,258.309998,78.629997,136.399994,47.299999,1843.930054,80.949997,208.309998,270.019989,34.27,42.34,110.110001,148.740005,209.990005,46.189999,1198.800049,51.75,63.049999,130.449997,105.949997,379.480011,88.580002,60.369999,322.690002,65.629997,7855.120117
2018-07-18,74.660004,38.369999,190.399994,259.779999,78.120003,135.649994,48.279999,1842.920044,81.269997,208.779999,269.420013,34.040001,42.209999,110.730003,148.929993,209.360001,46.32,1195.880005,51.720001,61.59,133.130005,105.120003,375.130005,88.220001,60.950001,323.850006,66.160004,7854.439941
2018-07-19,73.360001,38.130001,191.880005,257.679993,78.239998,135.089996,46.669998,1812.969971,80.610001,210.369995,262.420013,34.91,42.400002,109.690002,147.960007,208.089996,46.200001,1186.959961,51.98,61.34,133.199997,104.400002,364.230011,87.379997,60.68,320.230011,64.93,7825.299805
2018-07-20,73.269997,37.880001,191.440002,257.540009,78.910004,135.160004,46.759998,1813.699951,79.650002,210.330002,259.980011,34.299999,42.009998,108.230003,147.479996,209.940002,45.689999,1184.910034,51.91,60.689999,133.050003,106.269997,361.049988,87.470001,59.849998,313.579987,64.980003,7820.200195
2018-07-23,73.150002,38.040001,191.610001,259.470001,79.75,134.580002,46.43,1802,79.75,216.720001,260.380005,34.169998,42.060001,108.019997,146.559998,210.910004,45.540001,1205.5,52.310001,60.299999,132.029999,107.970001,362.660004,89.239998,60.299999,303.200012,65.339996,7841.870117
2018-07-24,74.150002,37.450001,193,257.48999,79.220001,135.300003,45.91,1829.23999,78.410004,217.339996,256.480011,33.389999,42.389999,107.599998,144.320007,214.669998,44.91,1248.079956,52.18,59.669998,130.020004,107.660004,357.320007,91.410004,59.689999,297.429993,65.510002,7840.77002
2018-07-25,77.529999,38.189999,194.820007,263.170013,80.129997,137.179993,45.959999,1863.609985,79.449997,225.970001,262.910004,33.419998,43.16,109.239998,146.5,217.5,44.869999,1263.699951,52.43,59.84,131.5,110.830002,362.869995,91.370003,60.830002,308.73999,66.699997,7932.240234
2018-07-26,76.190002,40.02,194.210007,261.929993,80.730003,136.509995,47.169998,1808,77.650002,223.179993,260.350006,34.75,43.529999,113.010002,141.899994,176.259995,45.09,1268.329956,52.16,60.48,130.970001,109.620003,363.089996,89.139999,60.689999,306.649994,67.540001,7852.180176
2018-07-27,74.099998,39.689999,190.979996,254.809998,79.639999,131.830002,48.299999,1817.27002,75.360001,221.050003,255.089996,35.080002,42.57,112.050003,133.809998,174.889999,44.709999,1238.5,47.68,60.259998,128.550003,107.68,355.209991,85.459999,57.93,297.179993,68.639999,7737.419922
2018-07-30,72.389999,38.970001,189.910004,242.320007,75.290001,131.509995,47.91,1779.219971,72.75,225.190002,251.399994,35.459999,42.169998,110.550003,126.209999,171.059998,44.529999,1219.73999,47.689999,60.279999,125.910004,105.370003,334.959991,82.389999,58.240002,290.170013,69.160004,7630
2018-07-31,73.449997,39.540001,190.289993,244.679993,75.260002,132.960007,48.630001,1777.439941,73.419998,221.770004,247.179993,35.779999,42.290001,109.970001,128.75,172.580002,44.419998,1217.26001,48.099998,60.25,127.839996,106.080002,337.450012,82.139999,57.990002,298.140015,67.620003,7671.790039
2018-08-01,73.18,38.139999,201.5,248.009995,71.629997,132.990005,47.970001,1797.170044,73.080002,216.800003,228.070007,35.400002,41.860001,109.970001,127.480003,171.649994,44.529999,1220.01001,48.810001,59.279999,127.870003,106.279999,338.380005,83.459999,57.650002,300.839996,66.440002,7707.290039
2018-08-02,72.089996,37.93,207.389999,252.220001,74.279999,126.010002,48.110001,1834.329956,74.059998,216.350006,230.460007,34.639999,42.529999,109.830002,128.649994,176.369995,44.66,1226.150024,49.48,59.400002,129.130005,107.57,344.5,85.529999,51.18,349.540009,66.980003,7802.689941
2018-08-03,71.580002,38.419998,207.990005,253.279999,74.610001,123.669998,48.84,1823.290039,71.32,217.809998,235.649994,35.41,42.830002,109.940002,130.869995,177.779999,44.919998,1223.709961,49.630001,64.480003,128.190002,108.040001,343.089996,85.190002,53.27,348.170013,67.220001,7812.009766
2018-08-06,70.889999,38.41,209.070007,254.110001,75.32,123.360001,49.48,1847.75,70.57,216.949997,232.960007,35.32,43.299999,111.120003,129.029999,185.690002,45.27,1224.77002,49.299999,62.299999,129.279999,108.129997,350.920013,85.769997,54.07,341.98999,67.419998,7859.680176
2018-08-07,71.5,38.259998,207.110001,253.389999,75.669998,122.400002,49.630001,1862.47998,70.230003,220.309998,226.669998,35.400002,43.580002,111.190002,128.100006,183.809998,45.060001,1242.219971,49.700001,61.32,124.43,108.879997,351.829987,86.300003,54.509998,379.570007,67.050003,7883.660156
2018-08-08,70.989998,38.380001,207.25,253.830002,76.620003,120.339996,50.18,1886.52002,70.010002,219.460007,222,35.049999,43.84,111.419998,128.410004,185.179993,44.959999,1245.609985,49.959999,60.279999,121.629997,109.489998,347.609985,86.739998,54.73,370.339996,66.489998,7888.330078
2018-08-09,70.489998,37.919998,208.880005,253.800003,76.839996,120.139999,49.16,1898.52002,70.5,216.580002,219.889999,35.490002,43.779999,111.18,127.82,183.089996,45.060001,1249.099976,50.139999,60,120.790001,109.669998,349.359985,87.169998,55.040001,352.450012,66.169998,7891.779785
2018-08-10,70.970001,37.259998,207.529999,253.699997,74.660004,118.879997,48.130001,1886.300049,70.610001,212.229996,220.100006,35.080002,43.779999,111.440002,131.320007,180.259995,44.919998,1237.609985,48.849998,59.650002,120.160004,109,345.869995,87.010002,54.349998,355.48999,66.489998,7839.109863
2018-08-13,70.199997,36.790001,208.869995,253.539993,72,118.370003,48.25,1896.199951,70.519997,211.080002,217.570007,35.040001,43.75,110.970001,131.320007,180.050003,44.709999,1235.01001,48.450001,59.279999,120.459999,108.209999,341.309998,87.010002,53.900002,356.410004,66.480003,7819.709961
2018-08-14,68.150002,37.09,209.75,256.049988,72.199997,119.68,48.380001,1919.650024,71.290001,207.300003,216.210007,35.389999,44,111.709999,131.910004,181.110001,44.970001,1242.099976,48.119999,59.52,121.610001,109.559998,337.48999,87.730003,54.25,347.640015,68.660004,7870.890137
2018-08-15,67.040001,37.439999,210.240005,250.520004,71.690002,115.32,47.509998,1882.619995,69.309998,206.580002,213.470001,34.970001,43.860001,111.400002,128.050003,179.529999,44.799999,1214.380005,47.459999,59.09,120.43,107.660004,326.399994,85.190002,53.299999,338.690002,68.730003,7774.120117
2018-08-16,68.139999,38.16,213.320007,248.889999,71.389999,117.279999,47.43,1886.52002,69.690002,208.690002,217.300003,35.66,45.16,111.32,129.710007,174.699997,45.119999,1206.48999,47.169998,60.029999,122.150002,107.639999,322.440002,85.32,53.720001,335.450012,69.620003,7806.52002
2018-08-17,68.169998,37.790001,217.580002,245.699997,71.440002,116,43.77,1882.219971,69.150002,209.270004,222.669998,35.599998,45.869999,110.860001,128.009995,173.800003,44.830002,1200.959961,47.099998,61.02,123.849998,107.580002,316.779999,85.449997,53.549999,305.5,69.989998,7816.330078
2018-08-20,69.260002,39.990002,215.460007,249.759995,72.510002,116.169998,43.529999,1876.709961,68.93,206.720001,223.710007,35.43,46.220001,111.209999,127.709999,172.5,44.790001,1207.77002,46.5,60.639999,124.400002,106.870003,327.730011,85.75,53.84,308.440002,69.989998,7821.009766
2018-08-21,70.25,40.330002,215.039993,251.5,72.779999,116.989998,43.759998,1883.420044,69.660004,210.509995,223.130005,35.740002,45.779999,111.339996,126.760002,172.619995,44.84,1201.619995,47.619999,59.84,125.160004,105.980003,338.019989,86.220001,53.84,321.899994,70.25,7859.169922
2018-08-22,70.32,39.189999,215.050003,255.539993,73.110001,117.699997,42.990002,1904.900024,71.43,207.539993,223.029999,35.48,45.990002,112.139999,127.620003,173.639999,44.75,1207.329956,47.049999,59.549999,123.709999,107.059998,344.440002,86.949997,53.549999,321.640015,69.639999,7889.100098
2018-08-23,68.220001,38.830002,215.490005,257,73.07,116.800003,42.790001,1902.900024,71.169998,205.589996,219.300003,35.310001,46.02,111.949997,126.110001,172.899994,44.66,1205.380005,46.98,58.799999,122.18,107.559998,339.170013,87.379997,53.130001,320.100006,69.279999,7878.459961
2018-08-24,68.900002,38.82,216.160004,261.51001,73.400002,117.5,42.73,1905.390015,74.089996,209,224.360001,36.5,46.32,112.970001,128.970001,174.649994,44.580002,1220.650024,47.66,59.029999,123.110001,108.400002,358.820007,90.099998,53.380001,322.820007,69.209999,7945.97998
2018-08-27,70.839996,39.52,217.940002,262.399994,74.510002,119.970001,43.75,1927.680054,74.089996,212.970001,228.610001,36.43,46.59,113.050003,128.970001,177.460007,44.610001,1241.819946,48.349998,59.57,124.290001,109.599998,364.579987,89.970001,53.360001,319.269989,69.440002,8017.899902
2018-08-28,70.300003,40.689999,219.699997,263.040009,74.449997,120.300003,43.400002,1932.819946,74,214.429993,225.720001,36.349998,46.950001,113.32,127.790001,176.259995,44.599998,1231.150024,48.57,58.790001,124.68,110.260002,368.48999,90.610001,53.150002,311.859985,69.279999,8030.040039
2018-08-29,70.43,40.5,222.979996,268.359985,75.230003,122.809998,43.099998,1998.099976,74.910004,214.990005,225.869995,36.75,47.48,114.419998,128.520004,175.899994,45.009998,1249.300049,48.75,59.299999,126.949997,112.019997,368.040009,92.620003,54.139999,305.01001,68.660004,8109.689941
2018-08-30,69.330002,40.400002,225.029999,266.429993,74.709999,122.800003,43.139999,2002.380005,74.099998,216.649994,224.25,36.68,47.150002,114.129997,115.940002,177.639999,44.73,1239.119995,48.240002,58.220001,126.209999,111.949997,370.980011,92.089996,53.82,303.149994,67.800003,8088.359863
2018-08-31,69.550003,40.48,227.630005,263.51001,75.139999,122.239998,43.02,2012.709961,72.099998,219.029999,226.479996,36.990002,47.77,114.019997,113.410004,175.729996,44.900002,1218.189941,48.43,58.27,126.470001,112.330002,367.679993,92.330002,54.310001,301.660004,68.559998,8109.540039
2018-09-04,67.959999,40.77,228.360001,266.679993,74.739998,119.199997,42.619999,2039.51001,72.980003,219.429993,222.179993,36.380001,47.73,113.419998,113.519997,171.160004,44.869999,1197,47.959999,56.66,126.550003,111.709999,363.600006,93.07,53.02,288.950012,67.620003,8091.25
2018-09-05,65.650002,39.669998,226.869995,256.140015,73.690002,120.330002,42.5,1994.819946,71.650002,221.419998,216.240005,36.279999,47.27,112.379997,111.550003,167.179993,44.720001,1186.47998,47.720001,57,125.010002,108.489998,341.179993,89.050003,51.200001,280.73999,68.239998,7995.169922
2018-09-06,64.209999,38.48,223.100006,259.75,74.279999,117.410004,40.27,1958.310059,71.959999,215.970001,215.050003,35.919998,47.279999,112.290001,113.199997,162.529999,44.880001,1171.439941,47.259998,56.799999,124.980003,108.739998,346.459991,89,50.630001,280.950012,68.029999,7922.72998
2018-09-07,64.82,38.43,221.300003,260.869995,74.510002,117.269997,39.849998,1952.069946,73.57,232.580002,216.039993,36.169998,47.049999,110.959999,114.910004,163.039993,44.740002,1164.829956,46.450001,56.59,126.610001,108.209999,348.679993,88.82,50.709999,263.23999,68.190002,7902.540039
2018-09-10,63.799999,39.43,218.330002,265.369995,76.75,117.809998,39.599998,1939.01001,74.260002,240.610001,213.589996,36.360001,47.07,110.790001,113.209999,164.179993,44.450001,1164.640015,46.299999,57.240002,127.68,109.379997,348.410004,89.800003,50.669998,285.5,68.800003,7924.160156
2018-09-11,64.290001,40.18,223.850006,267,76.900002,117.519997,39.18,1987.150024,79.5,232.550003,216.100006,36.299999,47.029999,111.25,112.290001,165.940002,44.310001,1177.359985,44.93,57.759998,127.349998,111.239998,355.929993,91.43,51,279.440002,68.739998,7972.470215
2018-09-12,66.519997,39.259998,221.070007,267.790009,76.010002,118.209999,38.389999,1990,80.519997,229.889999,218.690002,36.09,46.889999,112.129997,113,162,44.209999,1162.819946,44.93,59.119999,127.57,111.709999,369.950012,92.400002,51.150002,290.540009,70.379997,7954.22998
2018-09-13,67.980003,39.48,226.410004,268.519989,76.160004,119.050003,38.889999,1989.869995,80.43,235.419998,222.419998,37.040001,47.240002,112.089996,113.839996,161.360001,44.380001,1175.329956,45.57,59.490002,129.539993,112.910004,368.149994,92.190002,50.040001,289.459991,70.480003,8013.709961
2018-09-14,67.75,39.740002,223.839996,274.690002,75.800003,118.199997,39.099998,1970.189941,81.269997,236.339996,220.029999,36.959999,47.400002,112.32,114.269997,162.320007,44.419998,1172.530029,45.540001,58.970001,130.429993,113.370003,364.559998,90.779999,50.389999,295.200012,70.279999,8010.040039
2018-09-17,65.900002,40.32,217.880005,268.25,74.279999,117.809998,38.700001,1908.030029,78.879997,234.830002,217.660004,36.959999,47.110001,110.739998,112.690002,160.580002,44.34,1156.050049,45.419998,58.349998,129.770004,112.139999,350.350006,88.68,49.27,294.839996,70.449997,7895.790039
2018-09-18,64.980003,40.790001,218.240005,270.790009,74.330002,120.82,39.189999,1941.050049,79.629997,239.729996,216.880005,37.740002,47.459999,110.849998,112.650002,160.300003,44.16,1161.219971,46.099998,57.099998,129.809998,113.209999,367.649994,89.720001,50.650002,284.959991,70.879997,7956.109863
2018-09-19,67.089996,41.599998,218.369995,264.880005,73.739998,121.970001,39.040001,1926.420044,79.580002,241.789993,226.410004,37.32,47.279999,110.910004,112.919998,163.059998,44.259998,1171.089966,46.150002,56.889999,131.229996,111.699997,366.959991,89.309998,50.52,299.019989,71.279999,7950.040039
2018-09-20,68.349998,41.889999,220.029999,266.339996,74.169998,124.610001,39.389999,1944.300049,80.650002,244.929993,230.619995,37.810001,47.73,110.440002,113.470001,166.020004,44.200001,1186.869995,47.200001,57.57,132.179993,113.57,365.359985,90.599998,49.599998,298.329987,72.889999,8028.22998
2018-09-21,67.93,43.599998,217.660004,260.880005,73.5,121.989998,39.630001,1915.01001,80.290001,248.100006,228.850006,37.900002,48.560001,110.360001,115.019997,162.929993,43.889999,1166.089966,46.66,57.119999,130.899994,114.260002,361.190002,90.620003,50,299.100006,73,7986.959961
2018-09-24,67.589996,41.98,220.789993,264.089996,72.870003,128.509995,39.099998,1934.359985,80.599998,249.449997,226.630005,35.630001,48.439999,109.690002,115.239998,165.410004,44.650002,1173.369995,46.91,56.52,130.240005,114.669998,369.609985,89.620003,51.130001,299.679993,72.199997,7993.25
2018-09-25,67.860001,40.810001,222.190002,267.839996,72.830002,128.990005,38.580002,1974.550049,80.529999,247.649994,226.600006,35.400002,48.470001,111.279999,116.25,164.910004,44.810001,1184.650024,45.91,55.66,129.270004,114.449997,369.429993,90.040001,52,300.98999,72.209999,8007.470215
2018-09-26,68.129997,41.040001,220.419998,268.470001,72.510002,135.610001,38.259998,1974.849976,81.57,245.429993,228.419998,35.369999,48.41,111,118.089996,166.949997,45.259998,1180.48999,45.700001,55.169998,130.979996,113.980003,377.880005,89.849998,52.279999,309.579987,72.959999,7990.370117
